spread_id,split,technical_grade,style_grade,spread_type,is_solo,is_front,is_terminal,page_role,left_page,right_page,n_pages_in_spread,edition_page_count,page_position_frac,edition_item_count,edition_word_count_total,edition_word_count_mean,edition_brief_frac,edition_standard_frac,edition_template_entropy,edition_image_count_total,edition_source_count,edition_section_count,est_item_count,est_items_per_page,est_word_count,est_words_per_page,est_word_count_mean,est_brief_count,est_standard_count,est_image_count,est_source_count,d3_image_fraction,d5_fill_fraction,d7_template_entropy,d8_word_count_cv,anchor_strength,d2_orphans,d2_widows,d4_col_balance,d6_dead_space
s-005-001,val,2,2,solo,1,1,0,front,1,1,1,7,0.0,17,9236,543.29,0.529412,0.470588,0.997503,0,7,1,5,5.0,1319.43,1319.43,263.89,2,3,0,3,0.0,0.052389,0.970951,1.22069,3.405797,1,0,0.0,0.060046
s-006-001,val,5,4,solo,1,1,0,front,1,1,1,16,0.0,29,10189,351.34,0.37931,0.62069,0.957553,0,9,3,3,3.0,636.81,636.81,212.27,0,3,0,2,0.0,0.257517,0.0,0.615372,1.849315,1,0,51.47,0.147991
s-007-001,train,2,2,solo,1,1,0,front,1,1,1,33,0.0,47,38820,825.96,0.382979,0.617021,0.960119,0,13,3,2,2.0,1176.36,1176.36,588.18,0,2,0,2,0.0,0.056524,0.0,0.790869,1.790869,1,0,31.75,0.037922
s-008-001,train,2,2,solo,1,1,0,front,1,1,1,17,0.0,17,16412,965.41,0.058824,0.941176,0.322757,0,8,1,2,2.0,965.41,965.41,482.7,0,2,0,2,0.0,0.040487,0.0,0.080495,1.080495,1,0,0.0,0.060046
s-009-001,train,6,5,solo,1,1,0,front,1,1,1,20,0.0,35,21039,601.11,0.314286,0.685714,0.898059,0,10,3,6,6.0,1051.95,1051.95,175.33,0,6,0,3,0.0,0.296726,0.0,0.263352,1.363863,1,0,560.86,0.014644
s-002-007,train,1,1,spread,0,0,1,terminal,12,13,2,13,0.916667,47,7559,160.83,0.595745,0.404255,0.973385,0,12,4,17,8.5,1162.92,581.46,68.41,17,0,0,4,0.0,0.378504,0.0,0.309622,1.342477,0,0,116.46,0.143533
s-008-009,train,4,3,spread,0,0,1,terminal,16,17,2,17,0.9375,17,16412,965.41,0.058824,0.941176,0.322757,0,8,1,3,1.5,1930.82,965.41,643.61,0,3,0,2,0.0,0.426672,0.0,0.654516,1.850806,0,0,108.5,0.024586
s-010-007,train,5,3,spread,0,0,1,terminal,12,13,2,13,0.916667,17,12215,718.53,0.235294,0.764706,0.787127,0,8,1,5,2.5,1879.23,939.62,375.85,2,3,0,5,0.0,0.47308,0.970951,0.944508,2.238619,0,0,311.51,0.062305
s-012-009,train,1,1,spread,0,0,1,terminal,16,17,2,17,0.9375,41,10813,263.73,0.731707,0.268293,0.839004,0,12,3,31,15.5,1272.12,636.06,41.04,30,1,0,9,0.0,0.407819,0.205593,2.911347,16.895735,0,0,141.21,0.026593
s-014-011,train,1,1,spread,0,0,1,terminal,20,21,2,21,0.95,29,14413,497.0,0.275862,0.724138,0.849751,0,12,3,11,5.5,1372.67,686.34,124.79,8,3,0,8,0.0,0.189316,0.845351,1.255047,4.25855,0,0,16.83,0.178984
s-004-002,train,6,3,spread,0,0,0,interior,2,3,2,20,0.052632,29,38613,1331.48,0.413793,0.586207,0.978449,0,13,3,1,0.5,3861.3,1930.65,3861.3,0,1,0,1,0.0,0.672149,0.0,0.0,1.0,0,0,11.9,0.0
s-005-003,val,7,5,spread,0,0,0,interior,4,5,2,7,0.5,17,9236,543.29,0.529412,0.470588,0.997503,0,7,1,6,3.0,2638.86,1319.43,439.81,3,3,0,5,0.0,0.71077,1.0,1.487954,4.11666,0,0,38.6,0.0
s-011-009,val,7,5,spread,0,0,0,interior,16,17,2,19,0.833333,23,15248,662.96,0.26087,0.73913,0.828056,0,7,2,3,1.5,1605.05,802.52,535.02,1,2,0,3,0.0,0.710257,0.918296,0.888463,2.205174,0,0,14.8,0.0
s-013-006,val,6,3,spread,0,0,0,interior,10,11,2,18,0.529412,47,14344,305.19,0.382979,0.617021,0.960119,0,14,3,7,3.5,1593.78,796.89,227.68,0,7,0,4,0.0,0.528244,0.0,0.825028,2.470217,1,0,29.17,0.0
s-022-002,train,5,3,spread,0,0,0,interior,2,3,2,10,0.111111,47,7277,154.83,0.723404,0.276596,0.850771,0,10,3,5,2.5,1455.4,727.7,291.08,0,5,0,2,0.0,0.707838,0.0,1.405025,3.807816,0,0,14.9,0.0
s-023-002,train,7,6,spread,0,0,0,interior,2,3,2,4,0.333333,29,2308,79.59,0.551724,0.448276,0.992267,0,7,1,18,9.0,1154.0,577.0,64.11,12,6,0,6,0.0,0.654058,0.918296,0.624605,2.501986,0,0,369.17,0.0
s-024-003,train,6,3,spread,0,0,0,interior,4,5,2,26,0.12,35,56843,1624.09,0.142857,0.857143,0.591673,0,7,1,1,0.5,4372.54,2186.27,4372.54,0,1,0,1,0.0,0.626438,0.0,0.0,1.0,0,0,78.9,0.0
s-029-002,train,4,2,spread,0,0,0,interior,2,3,2,5,0.25,35,2074,59.26,0.857143,0.142857,0.591673,0,4,2,16,8.0,829.6,414.8,51.85,14,2,0,3,0.0,0.310721,0.543564,1.269071,5.585699,0,0,295.54,0.0
s-032-004,train,6,3,spread,0,0,0,interior,6,7,2,24,0.217391,29,33606,1158.83,0.172414,0.827586,0.663197,0,14,3,3,1.5,2800.5,1400.25,933.5,0,3,0,3,0.0,0.744187,0.0,0.233874,1.202105,0,0,107.1,0.0
s-035-004,train,6,3,spread,0,0,0,interior,6,7,2,19,0.277778,23,14357,624.22,0.304348,0.695652,0.886541,0,5,1,5,2.5,1511.26,755.63,302.25,1,4,0,3,0.0,0.647799,0.721928,0.676779,2.125391,0,0,425.1,0.0
s-048-014,train,6,4,spread,0,0,0,interior,26,27,2,30,0.862069,35,30636,875.31,0.114286,0.885714,0.512709,0,10,3,2,1.0,2042.4,1021.2,1021.2,0,2,0,2,0.0,0.324495,0.0,0.113409,1.113409,0,0,474.24,0.0
s-050-005,train,6,5,spread,0,0,0,interior,8,9,2,11,0.7,23,9097,395.52,0.391304,0.608696,0.965636,0,10,2,3,1.5,1654.0,827.0,551.33,0,3,0,3,0.0,0.442903,0.0,0.645876,1.829369,0,0,395.7,0.011748
s-052-003,val,7,5,spread,0,0,0,interior,4,5,2,7,0.5,35,10547,301.34,0.8,0.2,0.721928,0,4,2,1,0.5,3013.43,1506.71,3013.43,0,1,0,1,0.0,0.637793,0.0,0.0,1.0,0,0,49.0,0.0
s-061-009,train,6,5,spread,0,0,0,interior,16,17,2,23,0.681818,23,28776,1251.13,0.086957,0.913043,0.426229,0,11,3,2,1.0,2502.26,1251.13,1251.13,0,2,0,2,0.0,0.630215,0.0,0.235034,1.235034,0,0,69.9,0.0
s-062-003,train,7,5,spread,0,0,0,interior,4,5,2,7,0.5,23,9363,407.09,0.478261,0.521739,0.998636,0,7,2,2,1.0,2675.14,1337.57,1337.57,0,2,0,2,0.0,0.632378,0.0,0.730702,1.730702,0,0,362.8,0.0
s-066-002,train,3,2,spread,0,0,0,interior,2,3,2,6,0.2,17,2679,157.59,0.529412,0.470588,0.997503,0,8,2,6,3.0,893.0,446.5,148.83,2,4,0,4,0.0,0.351933,0.918296,0.611487,1.965517,0,0,57.84,0.0
s-068-008,train,7,6,spread,0,0,0,interior,14,15,2,18,0.764706,41,12140,296.1,0.341463,0.658537,0.926212,0,6,2,7,3.5,1348.89,674.45,192.7,4,3,0,4,0.0,0.301828,0.985228,1.431233,4.081382,0,0,437.3,0.048936
s-069-006,train,6,4,spread,0,0,0,interior,10,11,2,15,0.642857,17,14638,861.06,0.352941,0.647059,0.936667,0,7,1,2,1.0,1951.73,975.87,975.87,0,2,0,2,0.0,0.393923,0.0,0.429155,1.429155,0,0,92.2,0.0
s-073-002,train,5,3,spread,0,0,0,interior,2,3,2,9,0.125,23,6692,290.96,0.347826,0.652174,0.932112,0,5,2,5,2.5,1487.11,743.55,297.42,0,5,0,3,0.0,0.622831,0.0,1.050165,3.061276,0,0,541.4,0.0
s-076-002,val,5,3,spread,0,0,0,interior,2,3,2,12,0.090909,23,10629,462.13,0.521739,0.478261,0.998636,0,9,2,3,1.5,1771.5,885.75,590.5,0,3,0,3,0.0,0.508727,0.0,0.491504,1.694994,0,0,538.4,0.0
s-077-002,train,6,3,spread,0,0,0,interior,2,3,2,9,0.125,29,5790,199.66,0.655172,0.344828,0.929364,0,9,2,3,1.5,1286.67,643.34,428.89,0,3,0,2,0.0,0.729876,0.0,0.53128,1.738825,0,0,78.8,0.0
s-081-002,val,6,3,spread,0,0,0,interior,2,3,2,15,0.071429,29,19106,658.83,0.413793,0.586207,0.978449,0,12,3,4,2.0,2547.47,1273.73,636.87,0,4,0,4,0.0,0.762898,0.0,0.576492,1.709224,0,0,8.9,0.0
s-092-003,train,4,3,spread,0,0,0,interior,4,5,2,7,0.5,41,5477,133.59,0.902439,0.097561,0.461216,0,13,2,2,1.0,1564.86,782.43,782.43,0,2,0,2,0.0,0.374249,0.0,0.011484,1.011484,1,0,101.1,0.018289
s-098-004,train,5,3,spread,0,0,0,interior,6,7,2,10,0.555556,41,17556,428.2,0.609756,0.390244,0.964957,0,7,1,7,3.5,3511.2,1755.6,501.6,3,4,0,4,0.0,0.544944,0.985228,1.990511,5.836661,0,0,327.0,0.0
s-100-006,train,7,5,spread,0,0,0,interior,10,11,2,19,0.5,29,25567,881.62,0.137931,0.862069,0.578795,0,6,1,3,1.5,2691.26,1345.63,897.09,0,3,0,3,0.0,0.621999,0.0,0.956918,2.317821,0,0,108.6,0.0
s-001-002,train,3,2,spread,0,0,0,interior,2,3,2,20,0.052632,47,8092,172.17,0.255319,0.744681,0.8196,0,6,2,5,2.5,809.2,404.6,161.84,0,5,0,2,0.0,0.272191,0.0,0.429498,1.535044,0,0,293.0,0.0
s-002-003,train,7,5,spread,0,0,0,interior,4,5,2,13,0.25,47,7559,160.83,0.595745,0.404255,0.973385,0,12,4,4,2.0,1162.92,581.46,290.73,0,4,0,4,0.0,0.634258,0.0,0.771833,1.935817,0,0,452.1,0.0
s-003-012,train,6,4,spread,0,0,0,interior,22,23,2,28,0.777778,47,32451,690.45,0.276596,0.723404,0.850771,0,13,3,8,4.0,2317.93,1158.96,289.74,0,8,0,4,0.0,0.69687,0.0,1.193889,3.96317,0,0,367.6,0.0
s-007-005,train,2,2,spread,0,0,0,interior,8,9,2,33,0.21875,47,38820,825.96,0.382979,0.617021,0.960119,0,13,3,1,0.5,2352.73,1176.37,2352.73,0,1,0,1,0.0,0.6021,0.0,0.0,1.0,0,0,423.9,0.0
s-008-003,train,6,4,spread,0,0,0,interior,4,5,2,17,0.1875,17,16412,965.41,0.058824,0.941176,0.322757,0,8,1,5,2.5,1930.82,965.41,386.16,1,4,0,4,0.0,0.677069,0.721928,0.775237,2.235154,0,0,282.6,0.0
s-010-006,val,7,5,spread,0,0,0,interior,10,11,2,13,0.75,17,12215,718.53,0.235294,0.764706,0.787127,0,8,1,5,2.5,1879.23,939.62,375.85,0,5,0,4,0.0,0.739026,0.0,1.149544,3.204909,0,0,37.3,0.0
s-012-008,train,2,1,spread,0,0,0,interior,14,15,2,17,0.8125,41,10813,263.73,0.731707,0.268293,0.839004,0,12,3,2,1.0,1272.12,636.06,636.06,0,2,0,2,0.0,0.375077,0.0,0.097331,1.097331,1,0,56.5,0.0
s-014-005,train,6,4,spread,0,0,0,interior,8,9,2,21,0.35,29,14413,497.0,0.275862,0.724138,0.849751,0,12,3,3,1.5,1372.67,686.34,457.56,0,3,0,2,0.0,0.680459,0.0,0.30025,1.318392,0,0,257.3,0.0
s-016-005,train,4,3,spread,0,0,0,interior,8,9,2,15,0.5,29,20808,717.52,0.448276,0.551724,0.992267,0,10,2,1,0.5,2774.4,1387.2,2774.4,0,1,0,1,0.0,0.494615,0.0,0.0,1.0,0,0,118.94,0.0
s-017-006,val,6,3,spread,0,0,0,interior,10,11,2,23,0.409091,35,19085,545.29,0.371429,0.628571,0.951763,0,12,3,2,1.0,1659.57,829.78,829.78,0,2,0,2,0.0,0.728598,0.0,0.421793,1.421793,0,0,178.5,0.0
s-018-011,train,3,2,spread,0,0,0,interior,20,21,2,23,0.863636,35,24172,690.63,0.342857,0.657143,0.927527,0,12,3,2,1.0,2101.91,1050.95,1050.95,0,2,0,2,0.0,0.290094,0.0,0.832041,1.832041,0,0,366.0,0.0
s-019-004,train,3,2,spread,0,0,0,interior,6,7,2,12,0.454545,17,6556,385.65,0.117647,0.882353,0.522559,0,4,2,3,1.5,1092.67,546.34,364.22,0,3,0,2,0.0,0.368569,0.0,0.952757,2.347003,0,0,0.0,0.0
s-091-001,train,2,2,solo,1,1,0,front,1,1,1,7,0.0,29,3915,135.0,0.862069,0.137931,0.578795,0,9,2,2,2.0,559.29,559.29,279.64,0,2,0,2,0.0,0.048056,0.0,0.488545,1.488545,1,0,0.0,0.060046
s-090-001,train,2,2,solo,1,1,0,front,1,1,1,44,0.0,47,53621,1140.87,0.085106,0.914894,0.419921,0,15,3,3,3.0,1218.66,1218.66,406.22,0,3,0,3,0.0,0.059053,0.0,0.372226,1.471092,1,0,31.75,0.036796
s-038-001,train,2,2,solo,1,1,0,front,1,1,1,30,0.0,47,42597,906.32,0.446809,0.553191,0.991821,0,11,2,1,1.0,1419.9,1419.9,1419.9,0,1,0,1,0.0,0.046899,0.0,0.0,1.0,1,0,0.0,0.060046
s-089-001,train,4,3,solo,1,1,0,front,1,1,1,10,0.0,17,8740,514.12,0.470588,0.529412,0.997503,0,8,2,8,8.0,874.0,874.0,109.25,5,3,0,5,0.0,0.194125,0.954434,1.884153,5.927577,1,0,29.17,0.122526
s-075-001,train,2,2,solo,1,1,0,front,1,1,1,8,0.0,23,3811,165.7,0.434783,0.565217,0.987693,0,5,1,4,4.0,476.38,476.38,119.09,1,3,0,3,0.0,0.042357,0.811278,0.167442,1.261856,1,0,0.0,0.060046
s-039-001,train,5,4,solo,1,1,0,front,1,1,1,21,0.0,47,19350,411.7,0.553191,0.446809,0.991821,0,11,3,3,3.0,921.43,921.43,307.14,0,3,0,2,0.0,0.204426,0.0,1.116384,2.577057,1,0,29.17,0.054756
s-090-023,train,6,4,solo,1,0,1,solo_terminal,44,44,1,44,1.0,47,53621,1140.87,0.085106,0.914894,0.419921,0,15,3,6,6.0,1218.66,1218.66,203.11,4,2,0,5,0.0,0.2429,0.918296,1.962876,5.384071,0,0,191.93,0.12329
s-093-005,train,1,1,solo,1,0,1,solo_terminal,8,8,1,8,1.0,23,18807,817.7,0.782609,0.217391,0.755375,0,9,2,20,20.0,2350.88,2350.88,117.54,18,2,0,8,0.0,0.008985,0.468996,3.992092,18.397726,0,0,0.0,0.0
s-095-011,train,2,2,solo,1,0,1,solo_terminal,20,20,1,20,1.0,29,13351,460.38,0.275862,0.724138,0.849751,0,7,2,2,2.0,667.55,667.55,333.77,0,2,0,1,0.0,0.084396,0.0,0.219904,1.219904,0,0,94.45,0.0
s-047-011,train,7,5,solo,1,0,1,solo_terminal,20,20,1,20,1.0,35,20300,580.0,0.142857,0.857143,0.591673,0,8,1,3,3.0,1015.0,1015.0,338.33,0,3,0,2,0.0,0.63914,0.0,0.748159,2.056364,0,0,252.89,0.109571
s-028-004,train,4,3,solo,1,0,1,solo_terminal,6,6,1,6,1.0,23,5350,232.61,0.695652,0.304348,0.886541,0,8,2,4,4.0,891.67,891.67,222.92,2,2,0,4,0.0,0.18583,1.0,1.169213,3.008521,0,0,220.19,0.028705
s-045-007,train,7,5,solo,1,0,1,solo_terminal,12,12,1,12,1.0,29,8883,306.31,0.482759,0.517241,0.999142,0,13,4,15,15.0,740.25,740.25,49.35,14,1,0,8,0.0,0.674176,0.353359,2.946309,12.017804,0,0,308.48,0.146418
s-054-011,train,2,2,spread,0,0,0,interior,20,21,2,25,0.791667,47,26536,564.6,0.489362,0.510638,0.999673,0,10,2,5,2.5,2122.88,1061.44,424.58,0,5,0,3,0.0,0.170547,0.0,1.553395,4.099056,0,0,494.14,0.0
s-033-017,train,4,3,spread,0,0,0,interior,32,33,2,34,0.939394,47,29006,617.15,0.319149,0.680851,0.903454,0,12,3,2,1.0,1706.24,853.12,853.12,0,2,0,2,0.0,0.456161,0.0,0.61679,1.61679,1,0,29.17,0.057779
s-059-002,train,7,5,spread,0,0,0,interior,2,3,2,21,0.05,35,18827,537.91,0.057143,0.942857,0.315997,0,9,3,2,1.0,1793.05,896.52,896.52,0,2,0,2,0.0,0.726039,0.0,0.11115,1.11115,0,0,4.2,0.0
s-039-010,train,6,4,spread,0,0,0,interior,18,19,2,21,0.85,47,19350,411.7,0.553191,0.446809,0.991821,0,11,3,2,1.0,1842.86,921.43,921.43,0,2,0,2,0.0,0.535246,0.0,0.517596,1.517596,0,0,54.94,0.013438
s-055-006,train,7,4,spread,0,0,0,interior,10,11,2,21,0.45,35,26619,760.54,0.314286,0.685714,0.898059,0,11,2,2,1.0,2535.14,1267.57,1267.57,0,2,0,2,0.0,0.398605,0.0,0.906234,1.906234,0,0,368.8,0.021218
s-090-014,train,3,2,spread,0,0,0,interior,26,27,2,44,0.581395,47,53621,1140.87,0.085106,0.914894,0.419921,0,15,3,3,1.5,2437.32,1218.66,812.44,0,3,0,3,0.0,0.338947,0.0,0.26798,1.315192,0,0,21.64,0.0
s-038-002,train,7,5,spread,0,0,0,interior,2,3,2,30,0.034483,47,42597,906.32,0.446809,0.553191,0.991821,0,11,2,2,1.0,2839.8,1419.9,1419.9,0,2,0,2,0.0,0.774674,0.0,0.457407,1.457407,0,0,16.4,0.0
s-058-002,val,6,3,spread,0,0,0,interior,2,3,2,8,0.142857,17,5549,326.41,0.647059,0.352941,0.936667,0,5,1,7,3.5,1387.25,693.62,198.18,5,2,0,3,0.0,0.668747,0.863121,1.868436,5.573087,0,0,129.4,0.0
s-095-002,train,6,3,spread,0,0,0,interior,2,3,2,20,0.052632,29,13351,460.38,0.275862,0.724138,0.849751,0,7,2,4,2.0,1335.1,667.55,333.77,0,4,0,2,0.0,0.549784,0.0,0.137797,1.172227,0,0,700.49,0.0
s-034-003,train,7,3,spread,0,0,0,interior,4,5,2,15,0.214286,17,40597,2388.06,0.235294,0.764706,0.787127,0,7,1,3,1.5,5412.93,2706.47,1804.31,1,2,0,2,0.0,0.738415,0.918296,0.713639,1.711915,0,0,160.6,0.0
s-047-002,val,7,5,spread,0,0,0,interior,2,3,2,20,0.052632,35,20300,580.0,0.142857,0.857143,0.591673,0,8,1,2,1.0,2030.0,1015.0,1015.0,0,2,0,1,0.0,0.761631,0.0,0.007046,1.007046,0,0,31.6,0.0
s-088-008,val,7,5,spread,0,0,0,interior,14,15,2,18,0.764706,29,16356,564.0,0.413793,0.586207,0.978449,0,9,3,3,1.5,1817.33,908.66,605.78,0,3,0,2,0.0,0.403407,0.0,0.830386,2.119565,0,0,127.88,0.0
s-097-005,val,7,5,spread,0,0,0,interior,8,9,2,17,0.4375,17,16665,980.29,0.117647,0.882353,0.522559,0,9,2,4,2.0,1960.59,980.29,490.15,0,4,0,4,0.0,0.68669,0.0,0.440782,1.680184,0,0,212.7,0.0
s-030-005,train,4,3,spread,0,0,0,interior,8,9,2,13,0.583333,41,6170,150.49,0.439024,0.560976,0.989245,0,6,2,9,4.5,949.23,474.62,105.47,3,6,0,3,0.0,0.430219,0.918296,0.843882,3.336207,0,0,37.2,0.035752
s-063-005,train,3,3,spread,0,0,0,interior,8,9,2,14,0.538462,35,14308,408.8,0.314286,0.685714,0.898059,0,11,3,3,1.5,2044.0,1022.0,681.33,0,3,0,3,0.0,0.485263,0.0,1.109216,2.560457,1,0,29.17,0.0
s-045-003,train,7,5,spread,0,0,0,interior,4,5,2,12,0.272727,29,8883,306.31,0.482759,0.517241,0.999142,0,13,4,3,1.5,1480.5,740.25,493.5,0,3,0,3,0.0,0.363591,0.0,0.647457,1.850306,0,0,434.64,0.0
s-046-004,train,7,5,spread,0,0,0,interior,6,7,2,8,0.714286,17,9107,535.71,0.529412,0.470588,0.997503,0,9,3,2,1.0,2276.75,1138.38,1138.38,0,2,0,2,0.0,0.59745,0.0,0.721145,1.721145,0,0,266.32,0.0
s-053-002,train,7,4,spread,0,0,0,interior,2,3,2,16,0.066667,41,9446,230.39,0.317073,0.682927,0.90117,0,8,1,8,4.0,1180.75,590.38,147.59,3,5,0,3,0.0,0.624459,0.954434,1.017707,3.222076,0,0,23.8,0.0
s-036-003,train,7,6,spread,0,0,0,interior,4,5,2,8,0.428571,29,6088,209.93,0.655172,0.344828,0.929364,0,10,3,2,1.0,1522.0,761.0,761.0,0,2,0,2,0.0,0.634425,0.0,0.919082,1.919082,0,0,307.9,0.020156
s-080-003,train,7,4,spread,0,0,0,interior,4,5,2,22,0.142857,41,23795,580.37,0.560976,0.439024,0.989245,0,11,2,4,2.0,2163.18,1081.59,540.79,0,4,0,3,0.0,0.673024,0.0,0.535241,1.432182,0,0,28.3,0.0
s-091-003,train,3,2,spread,0,0,0,interior,4,5,2,7,0.5,29,3915,135.0,0.862069,0.137931,0.578795,0,9,2,2,1.0,1118.57,559.28,559.28,0,2,0,2,0.0,0.394647,0.0,0.33897,1.33897,1,0,31.75,0.0
s-082-003,train,7,5,spread,0,0,0,interior,4,5,2,20,0.157895,29,31968,1102.34,0.344828,0.655172,0.929364,0,13,3,3,1.5,3196.8,1598.4,1065.6,0,3,0,3,0.0,0.570202,0.0,0.798471,1.996334,0,0,22.3,0.0
s-099-002,train,7,5,spread,0,0,0,interior,2,3,2,8,0.142857,35,4085,116.71,0.8,0.2,0.721928,0,12,3,2,1.0,1021.25,510.62,510.62,0,2,0,2,0.0,0.717751,0.0,0.475959,1.475959,0,0,77.3,0.011768
s-075-004,train,5,4,spread,0,0,0,interior,6,7,2,8,0.714286,23,3811,165.7,0.434783,0.565217,0.987693,0,5,1,8,4.0,952.75,476.38,119.09,4,4,0,4,0.0,0.497079,1.0,1.021179,3.518797,0,0,351.1,0.022755
s-025-003,val,7,5,spread,0,0,0,interior,4,5,2,21,0.15,41,23572,574.93,0.390244,0.609756,0.964957,0,9,3,2,1.0,2244.95,1122.47,1122.47,0,2,0,2,0.0,0.796109,0.0,0.282933,1.282933,0,0,68.4,0.0
s-089-003,train,3,3,spread,0,0,0,interior,4,5,2,10,0.333333,17,8740,514.12,0.470588,0.529412,0.997503,0,8,2,3,1.5,1748.0,874.0,582.67,0,3,0,2,0.0,0.659871,0.0,0.449867,1.634713,0,0,16.3,0.0
s-043-002,train,7,5,spread,0,0,0,interior,2,3,2,6,0.2,23,4875,211.96,0.782609,0.217391,0.755375,0,8,3,4,2.0,1625.0,812.5,406.25,0,4,0,3,0.0,0.733825,0.0,0.852534,2.049083,0,0,130.9,0.0
s-056-003,train,4,3,spread,0,0,0,interior,4,5,2,12,0.272727,35,7649,218.54,0.714286,0.285714,0.863121,0,12,4,1,0.5,1274.83,637.41,1274.83,0,1,0,1,0.0,0.547046,0.0,0.0,1.0,0,0,514.6,0.0
s-093-003,train,7,5,spread,0,0,0,interior,4,5,2,8,0.428571,23,18807,817.7,0.782609,0.217391,0.755375,0,9,2,1,0.5,4701.75,2350.88,4701.75,0,1,0,1,0.0,0.784069,0.0,0.0,1.0,0,0,11.9,0.0
s-028-003,val,5,4,spread,0,0,0,interior,4,5,2,6,0.6,23,5350,232.61,0.695652,0.304348,0.886541,0,8,2,6,3.0,1783.33,891.66,297.22,3,3,0,5,0.0,0.722302,1.0,1.176929,3.169146,0,0,305.49,0.0
s-094-002,val,3,2,spread,0,0,0,interior,2,3,2,6,0.2,17,2245,132.06,0.764706,0.235294,0.787127,0,7,1,4,2.0,748.33,374.17,187.08,2,2,0,3,0.0,0.322996,1.0,0.918937,1.992057,0,0,9.9,0.0
s-086-004,train,7,4,spread,0,0,0,interior,6,7,2,20,0.263158,29,60488,2085.79,0.37931,0.62069,0.957553,0,13,3,3,1.5,6048.8,3024.4,2016.27,0,3,0,3,0.0,0.685103,0.0,1.008805,2.419808,0,0,69.9,0.022128
s-022-003,train,6,5,spread,0,0,0,interior,4,5,2,10,0.333333,47,7277,154.83,0.723404,0.276596,0.850771,0,10,3,2,1.0,1455.4,727.7,727.7,0,2,0,2,0.0,0.492268,0.0,0.282609,1.282609,0,0,65.8,0.188148
s-049-013,train,7,4,spread,0,0,0,interior,24,25,2,26,0.92,35,33982,970.91,0.285714,0.714286,0.863121,0,11,2,2,1.0,2614.0,1307.0,1307.0,0,2,0,2,0.0,0.545628,0.0,0.542708,1.542708,0,0,55.0,0.016121
s-077-004,train,5,4,spread,0,0,0,interior,6,7,2,9,0.625,29,5790,199.66,0.655172,0.344828,0.929364,0,9,2,6,3.0,1286.67,643.34,214.45,0,6,0,4,0.0,0.357033,0.0,1.123041,3.328107,1,0,82.22,0.037915
s-096-014,val,1,1,spread,0,0,0,interior,26,27,2,29,0.892857,47,30056,639.49,0.446809,0.553191,0.991821,0,14,3,3,1.5,2072.83,1036.41,690.94,0,3,0,2,0.0,0.218238,0.0,0.594203,1.834431,1,0,386.76,0.024416
s-061-004,train,3,2,spread,0,0,0,interior,6,7,2,23,0.227273,23,28776,1251.13,0.086957,0.913043,0.426229,0,11,3,5,2.5,2502.26,1251.13,500.45,0,5,0,4,0.0,0.439813,0.0,0.613956,2.178198,0,0,22.3,0.0
s-068-002,train,7,4,spread,0,0,0,interior,2,3,2,18,0.058824,41,12140,296.1,0.341463,0.658537,0.926212,0,6,2,7,3.5,1348.89,674.45,192.7,1,6,0,3,0.0,0.446648,0.591673,0.898537,2.920863,0,0,692.99,0.0
